City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
389,Makakilo City,US,2021-11-27 22:37:39,21.3469,-158.0858,80.92,55,40,6.91
390,Ust-Nera,RU,2021-11-27 22:37:39,64.5667,143.2,-13.05,98,100,8.37
391,Waipawa,NZ,2021-11-27 22:37:39,-41.4122,175.5153,59.63,90,100,4.38
392,Naurskaya,RU,2021-11-27 22:37:39,43.6519,45.3133,36.54,87,83,5.41
393,Ornskoldsvik,SE,2021-11-27 22:35:52,63.2909,18.7153,17.42,92,90,3.44
394,Eureka,US,2021-11-27 22:37:40,40.8021,-124.1637,60.19,81,94,5.17
395,Yatou,CN,2021-11-27 22:37:40,37.15,122.3833,42.69,73,74,5.7
396,Batagay-Alyta,RU,2021-11-27 22:37:40,67.8006,130.4114,-1.07,97,100,2.84
397,Nanga Eboko,CM,2021-11-27 22:37:41,4.6833,12.3667,68.65,70,53,2.48
398,General Roca,AR,2021-11-27 22:37:41,-39.0333,-67.5833,79.2,19,7,15.75
399,Saint-Paul,RE,2021-11-27 22:37:41,-21.0096,55.2707,77.11,87,43,5.7
400,Leh,IN,2021-11-27 22:37:41,34.1667,77.5833,15.03,74,42,2.1
401,Codrington,AU,2021-11-27 22:37:42,-38.2667,141.9667,60.3,60,0,10.83
402,Peniche,PT,2021-11-27 22:37:42,39.3558,-9.3811,49.48,57,84,23.8
403,Lahaina,US,2021-11-27 22:36:45,20.8783,-156.6825,85.24,67,4,1.66
404,Ukiah,US,2021-11-27 22:34:15,39.1502,-123.2078,71.49,43,1,0.0
405,Cobourg,DE,2021-11-27 22:37:42,50.2667,10.9667,33.55,93,100,3.04
406,Plettenberg Bay,ZA,2021-11-27 22:37:43,-34.0527,23.3716,62.29,79,93,3.76
407,Oranjemund,NA,2021-11-27 22:37:43,-28.55,16.4333,61.9,87,6,6.6
408,Mendeleyevo,RU,2021-11-27 22:37:43,56.0333,37.2167,37.18,93,90,13.42
409,Mmabatho,ZA,2021-11-27 22:37:43,-25.85,25.6333,62.89,74,99,17.65
410,Gamba,GA,2021-11-27 22:37:44,-2.65,10.0,75.65,90,100,1.5
411,Raudeberg,NO,2021-11-27 22:37:44,61.9875,5.1352,23.67,55,4,6.85
412,Nanortalik,GL,2021-11-27 22:37:44,60.1432,-45.2371,43.2,97,100,15.75
413,Saint Anthony,US,2021-11-27 22:37:45,45.0205,-93.218,41.95,45,1,8.05
414,Shiraoi,JP,2021-11-27 22:37:45,42.55,141.35,33.82,72,24,7.56
415,Juneau,US,2021-11-27 22:35:18,58.3019,-134.4197,33.85,86,90,0.0
416,Nishihara,JP,2021-11-27 22:37:45,26.1842,127.7558,69.46,60,75,17.27
417,Abnub,EG,2021-11-27 22:38:46,27.2696,31.1511,65.68,29,73,2.51
418,Pangnirtung,CA,2021-11-27 22:38:46,66.1451,-65.7125,17.56,77,100,7.38
419,Putai,FR,2021-11-27 22:38:46,46.6579,1.9863,36.79,98,97,16.71
420,Longyearbyen,SJ,2021-11-27 22:35:48,78.2186,15.6401,13.84,67,20,23.02
421,Carlagan,PH,2021-11-27 22:38:46,14.975,122.0456,77.47,93,98,22.73
422,Rudnogorsk,RU,2021-11-27 22:38:47,57.2639,103.7519,10.04,92,100,6.64
423,Isangel,VU,2021-11-27 22:38:47,-19.55,169.2667,82.51,78,75,11.5
424,Cervo,ES,2021-11-27 22:38:47,43.6702,-7.4101,49.42,65,89,20.45
425,Ouallam,NE,2021-11-27 22:38:48,14.3188,2.0866,80.92,14,15,7.58
426,Inuvik,CA,2021-11-27 22:38:48,68.3499,-133.7218,-10.19,77,75,12.66
427,Tilichiki,RU,2021-11-27 22:38:48,60.4667,166.1,25.38,81,100,14.76
428,Marathon,US,2021-11-27 22:38:48,44.9,-89.7668,31.53,64,90,6.91
429,Bodri,IN,2021-11-27 22:38:49,23.1667,81.4333,56.23,45,73,2.04
430,Amuntai,ID,2021-11-27 22:38:49,-2.4177,115.2494,74.43,98,99,1.03
431,Hervey Bay,AU,2021-11-27 22:38:49,-25.2986,152.8535,75.31,81,86,16.69
432,Conakry,GN,2021-11-27 22:38:26,9.538,-13.6773,84.27,79,40,4.61
433,Ushtobe,KZ,2021-11-27 22:38:50,45.2514,77.9838,25.66,49,0,12.86
434,Tuatapere,NZ,2021-11-27 22:38:50,-46.1333,167.6833,59.67,49,26,4.72
435,Teahupoo,PF,2021-11-27 22:38:50,-17.8333,-149.2667,78.76,78,64,16.42
436,Mocuba,MZ,2021-11-27 22:38:50,-16.8392,36.9856,65.89,86,38,3.6
437,Capao Da Canoa,BR,2021-11-27 22:38:51,-29.7456,-50.0097,69.89,94,57,8.5
438,Panzhihua,CN,2021-11-27 22:38:51,26.5851,101.7128,47.14,84,2,1.23
439,Mponela,MW,2021-11-27 22:38:51,-13.5319,33.7401,63.12,77,5,5.12
440,Lompoc,US,2021-11-27 22:37:05,34.6391,-120.4579,82.54,37,1,6.91
441,Kota Bahru,MY,2021-11-27 22:38:52,6.1333,102.2386,75.15,100,20,2.3
442,Havoysund,NO,2021-11-27 22:38:52,70.9963,24.6622,20.28,73,38,16.49
443,Sorong,ID,2021-11-27 22:38:52,-0.8833,131.25,79.34,83,90,4.94
444,Charters Towers,AU,2021-11-27 22:38:53,-20.1,146.2667,84.58,55,0,11.14
445,San Andres,CO,2021-11-27 22:38:53,12.5847,-81.7006,84.22,74,20,16.11
446,Piacabucu,BR,2021-11-27 22:38:54,-10.4056,-36.4344,79.56,78,26,15.39
447,Wenling,CN,2021-11-27 22:38:55,28.3669,121.36,57.34,86,96,8.3
448,Srednekolymsk,RU,2021-11-27 22:38:55,67.45,153.6833,-38.24,100,31,1.21
449,Turiacu,BR,2021-11-27 22:38:55,-1.6633,-45.3717,76.6,84,23,4.25
450,Agadez,NE,2021-11-27 22:38:56,19.75,10.25,72.72,18,6,4.76
451,Elbistan,TR,2021-11-27 22:38:56,38.2059,37.1983,48.69,87,100,1.95
452,Qinhuangdao,CN,2021-11-27 22:38:56,39.9317,119.5883,41.99,71,100,7.56
453,Miguel Hidalgo,MX,2021-11-27 22:38:56,19.4225,-99.2028,72.81,25,1,4.61
454,Touros,BR,2021-11-27 22:38:57,-5.1989,-35.4608,83.3,75,39,11.07
455,Port Macquarie,AU,2021-11-27 22:38:57,-31.4333,152.9167,67.89,83,90,12.66
456,Buala,SB,2021-11-27 22:38:57,-8.145,159.5921,84.45,71,86,4.97
457,Kiunga,PG,2021-11-27 22:38:57,-6.1219,141.2906,76.59,88,96,2.55
458,Sudak,UA,2021-11-27 22:38:58,44.85,34.9667,54.82,89,100,8.25
459,Santa Marta,CO,2021-11-27 22:38:58,11.2408,-74.199,79.34,86,31,12.17
460,Mobile,US,2021-11-27 22:35:12,30.7835,-88.2,59.05,38,75,0.0
461,Acapulco,MX,2021-11-27 22:38:58,16.8634,-99.8901,85.82,66,1,8.05
462,Ozubulu,NG,2021-11-27 22:38:59,5.9567,6.849,75.47,91,54,5.01
463,Almaznyy,RU,2021-11-27 22:38:59,48.0448,40.045,39.34,92,88,9.13
464,Dalvik,IS,2021-11-27 22:38:59,65.9702,-18.5286,30.13,88,98,5.73
465,Merauke,ID,2021-11-27 22:38:59,-8.4667,140.3333,84.56,67,100,1.41
466,Pemangkat,ID,2021-11-27 22:40:00,1.1667,108.9667,77.13,91,100,12.12
467,Peterhead,GB,2021-11-27 22:40:00,57.5058,-1.7981,34.2,56,96,21.21
468,Tulsipur,NP,2021-11-27 22:40:01,28.131,82.2973,55.83,77,0,5.14
469,Labuan,MY,2021-11-27 22:40:01,5.2767,115.2417,77.16,94,20,0.0
470,Spring Hill,US,2021-11-27 22:39:41,28.4769,-82.5255,67.87,39,1,8.05
471,Hay River,CA,2021-11-27 22:38:11,60.8156,-115.7999,1.38,71,40,3.44
472,Shimoda,JP,2021-11-27 22:40:01,34.6667,138.95,51.39,51,29,4.79
473,Waitara,NZ,2021-11-27 22:40:02,-38.925,174.25,65.68,73,100,7.2
474,Strezhevoy,RU,2021-11-27 22:40:02,60.7333,77.5889,31.98,96,100,13.27
475,Pontes E Lacerda,BR,2021-11-27 22:40:02,-15.2261,-59.3353,77.22,83,55,3.44
476,Los Llanos De Aridane,ES,2021-11-27 22:40:03,28.6585,-17.9182,64.15,60,40,20.71
477,Mount Gambier,AU,2021-11-27 22:38:27,-37.8333,140.7667,58.91,67,5,13.8
478,Sitka,US,2021-11-27 22:40:03,57.0531,-135.33,35.49,87,90,6.91
479,Takoradi,GH,2021-11-27 22:40:03,4.8845,-1.7554,79.38,83,98,7.74
480,Portel,BR,2021-11-27 22:40:03,-1.9356,-50.8211,76.33,90,72,4.07
481,Owando,CG,2021-11-27 22:40:04,-0.4819,15.8999,71.73,95,79,2.64
482,Buenos Aires,AR,2021-11-27 22:36:25,-34.6132,-58.3772,76.89,83,75,18.41
483,Morgan City,US,2021-11-27 22:40:04,29.6994,-91.2068,59.0,67,1,3.44
484,Jurado,CO,2021-11-27 22:40:04,7.1053,-77.7641,76.5,92,100,1.9
485,Avera,US,2021-11-27 22:40:05,33.194,-82.5271,60.67,35,48,4.85
486,Turukhansk,RU,2021-11-27 22:40:05,65.8167,87.9833,1.98,94,100,12.15
487,Marzuq,YE,2021-11-27 22:40:05,14.4,46.4667,66.43,40,0,3.38
488,Porto Novo,BJ,2021-11-27 22:40:05,6.4965,2.6036,84.02,81,98,7.09
489,Santa Cruz,BO,2021-11-27 22:40:06,-17.8,-63.1667,84.25,65,40,14.97
490,Bougouni,ML,2021-11-27 22:40:06,11.417,-7.479,80.01,23,98,3.58
491,Coquimbo,CL,2021-11-27 22:40:06,-29.9533,-71.3436,64.13,72,20,12.66
492,Denison,US,2021-11-27 22:40:07,33.7557,-96.5367,53.89,87,90,6.91
493,Roxana,CR,2021-11-27 22:40:07,10.2753,-83.7513,86.52,93,17,2.84
494,Matara,LK,2021-11-27 22:40:07,5.9485,80.5353,75.6,91,100,3.13
495,Dovers,VC,2021-11-27 22:40:08,12.8833,-61.1833,80.19,78,79,14.07
496,Whitehorse,CA,2021-11-27 22:40:08,60.7161,-135.0538,5.77,85,75,4.61
497,Aswan,EG,2021-11-27 22:40:08,24.0934,32.907,71.08,26,1,10.16
498,Mumford,GH,2021-11-27 22:40:08,5.2618,-0.759,80.1,81,100,9.22
499,Harper,LR,2021-11-27 22:40:09,4.375,-7.7169,79.5,85,61,9.78
500,Veraval,IN,2021-11-27 22:40:09,20.9,70.3667,74.95,64,67,8.34
501,Lensk,RU,2021-11-27 22:40:09,60.7253,114.9278,3.7,90,99,9.04
502,Paralimni,CY,2021-11-27 22:40:10,35.0375,33.9833,58.08,63,69,6.02
503,Ahipara,NZ,2021-11-27 22:35:29,-35.1667,173.1667,69.91,60,84,3.58
504,Bandarbeyla,SO,2021-11-27 22:40:10,9.4942,50.8122,78.55,76,47,15.77
505,Felipe Carrillo Puerto,MX,2021-11-27 22:40:10,19.5833,-88.05,74.82,77,49,3.85
506,Huron,US,2021-11-27 22:40:11,41.1501,-82.5499,35.04,73,100,11.54
507,Gornoye Loo,RU,2021-11-27 22:40:11,43.7129,39.6049,55.18,76,100,8.61
508,Nagato,JP,2021-11-27 22:40:11,34.3833,131.2,48.11,63,3,6.02
509,Mareeba,AU,2021-11-27 22:40:11,-17.0,145.4333,77.72,70,63,5.35
510,Lima,PE,2021-11-27 22:40:12,-12.0432,-77.0282,66.45,73,75,16.11
511,Baturaja,ID,2021-11-27 22:40:12,-4.1333,104.1667,71.26,86,100,1.14
512,San Juan,AR,2021-11-27 22:41:12,-31.5375,-68.5364,73.65,46,99,28.23
513,Pombia,IT,2021-11-27 22:41:13,45.653,8.6336,42.51,100,75,5.75
514,Mega,ET,2021-11-27 22:41:13,4.05,38.3,60.89,80,99,6.98
515,Nha Trang,VN,2021-11-27 22:41:13,12.25,109.1833,75.2,94,100,8.59
516,Elizabeth City,US,2021-11-27 22:37:38,36.2946,-76.2511,44.65,42,1,4.61
517,Grand Forks,US,2021-11-27 22:41:13,47.9417,-97.4337,35.53,64,1,17.27
518,Taoudenni,ML,2021-11-27 22:41:14,22.6783,-3.9836,73.06,29,39,16.35
519,Baoding,CN,2021-11-27 22:40:17,38.8511,115.4903,40.28,76,98,1.97
520,Llanes,ES,2021-11-27 22:41:14,43.4198,-4.7549,48.29,75,98,22.5
521,Coruripe,BR,2021-11-27 22:40:23,-10.1256,-36.1756,79.0,79,50,14.79
522,Sisimiut,GL,2021-11-27 22:38:59,66.9395,-53.6735,26.53,95,100,10.04
523,Sapulpa,US,2021-11-27 22:37:20,35.9987,-96.1142,67.68,25,1,3.44
524,Virginia Beach,US,2021-11-27 22:41:14,36.8529,-75.978,44.65,36,20,3.44
525,Kavaratti,IN,2021-11-27 22:41:15,10.5669,72.642,81.5,77,100,9.24
526,Inhambane,MZ,2021-11-27 22:41:15,-23.865,35.3833,68.29,69,49,9.17
527,Freeport,US,2021-11-27 22:40:28,40.6576,-73.5832,39.16,42,1,14.97
528,Senador Guiomard,BR,2021-11-27 22:41:15,-10.1522,-67.7392,74.95,98,100,3.8
529,Nouadhibou,MR,2021-11-27 22:41:16,20.931,-17.0347,66.18,72,22,23.02
530,Ermoupolis,GR,2021-11-27 22:41:16,37.4423,24.9425,66.9,77,84,20.71
531,Samarai,PG,2021-11-27 22:41:16,-10.6167,150.6667,83.14,74,100,5.39
532,Jaranwala,PK,2021-11-27 22:41:16,31.3333,73.4333,58.84,33,0,6.02
533,Kloulklubed,PW,2021-11-27 22:41:17,7.0419,134.2556,79.3,76,80,15.05
534,Birjand,IR,2021-11-27 22:41:17,32.8663,59.2211,43.27,70,40,6.91
535,Mpika,ZM,2021-11-27 22:41:17,-11.8343,31.4529,59.56,94,70,7.45
536,College,US,2021-11-27 22:38:21,64.8569,-147.8028,-11.25,73,75,3.44
537,Huarmey,PE,2021-11-27 22:41:18,-10.0681,-78.1522,68.5,81,86,9.22
538,Dasoguz,TM,2021-11-27 22:41:18,41.8363,59.9666,28.35,50,0,6.91
539,Broken Hill,AU,2021-11-27 22:41:18,-31.95,141.4333,65.91,63,9,11.5
540,Kultuk,RU,2021-11-27 22:41:18,51.7208,103.6956,4.44,86,7,4.92
541,Guerrero Negro,MX,2021-11-27 22:41:19,27.9769,-114.0611,73.38,46,0,13.78
542,Buraydah,SA,2021-11-27 22:41:19,26.326,43.975,61.25,43,0,8.12
543,Olafsvik,IS,2021-11-27 22:41:19,64.8945,-23.7142,39.24,87,100,3.24
544,Bin Qirdan,TN,2021-11-27 22:41:19,33.1378,11.2197,62.01,53,78,2.15
545,Jimma,ET,2021-11-27 22:41:20,7.6667,36.8333,62.26,61,76,1.23
546,Souris,CA,2021-11-27 22:41:20,49.6172,-100.2612,26.46,87,2,7.56
547,Komsomolskiy,UZ,2021-11-27 22:41:20,40.4272,71.7189,32.72,86,6,4.61
548,Ossora,RU,2021-11-27 22:41:20,59.2353,163.0719,18.45,96,100,11.43
549,Marinette,US,2021-11-27 22:41:21,45.1,-87.6307,32.49,100,90,5.75
550,Satwas,IN,2021-11-27 22:41:21,22.5333,76.6833,61.77,42,68,5.97
551,Yerbogachen,RU,2021-11-27 22:41:21,61.2767,108.0108,0.59,96,100,7.16
552,Tateyama,JP,2021-11-27 22:41:22,34.9833,139.8667,46.42,45,0,15.5
553,Ndjole,GA,2021-11-27 22:41:22,-0.1783,10.7649,74.08,99,99,1.79
554,Tagusao,PH,2021-11-27 22:41:22,9.1924,117.8141,79.97,80,100,2.04
555,Balkanabat,TM,2021-11-27 22:41:22,39.5108,54.3671,48.4,51,0,3.06
556,Dwarka,IN,2021-11-27 22:41:23,22.2394,68.9678,75.69,61,5,6.87
557,Karlstad,SE,2021-11-27 22:39:17,59.3793,13.5036,27.16,86,100,11.5
558,Okhtyrka,UA,2021-11-27 22:41:23,50.3104,34.8988,42.15,95,99,7.31
559,Papayal,PE,2021-11-27 22:42:23,-4.0761,-80.7361,75.56,70,92,5.88
560,Ota,JP,2021-11-27 22:37:40,36.3,139.3667,34.77,51,2,8.9
561,Gazojak,TM,2021-11-27 22:42:24,41.1875,61.4036,36.45,51,83,7.47
562,San Cristobal,VE,2021-11-27 22:42:24,7.7669,-72.225,75.38,92,42,0.31
563,Tocopilla,CL,2021-11-27 22:42:24,-22.092,-70.1979,67.69,65,58,7.09
564,Moose Factory,CA,2021-11-27 22:42:25,51.2585,-80.6094,14.0,73,1,4.61
565,Coahuayana,MX,2021-11-27 22:42:25,18.7333,-103.6833,82.99,64,44,5.64
566,Stromness,GB,2021-11-27 22:42:25,58.965,-3.296,32.25,53,100,13.91
567,Theunissen,ZA,2021-11-27 22:42:25,-28.411,26.7011,59.49,86,20,10.98
568,Asau,RO,2021-11-27 22:42:26,46.4333,26.4,40.12,82,4,3.8
569,Jumla,NP,2021-11-27 22:42:26,29.2747,82.1838,37.18,47,0,4.47
570,Atherton,GB,2021-11-27 22:42:26,53.5237,-2.4935,35.15,62,22,10.89
571,Ketchikan,US,2021-11-27 22:42:27,55.3422,-131.6461,45.07,93,90,16.11
572,Redding,US,2021-11-27 22:42:27,40.5865,-122.3917,69.03,49,1,3.44
573,Wloclawek,PL,2021-11-27 22:42:27,52.6482,19.0678,32.72,90,99,5.5
574,Newport,GB,2021-11-27 22:42:27,51.5877,-2.9984,37.4,61,9,17.98
575,Poso,ID,2021-11-27 22:42:28,-1.3959,120.7524,77.38,90,94,3.13
576,Nizhniy Baskunchak,RU,2021-11-27 22:42:28,48.2198,46.8311,34.83,85,100,12.21
577,Williamsburg,US,2021-11-27 22:42:24,37.2707,-76.7075,44.89,48,1,0.0
578,Barmer,IN,2021-11-27 22:42:28,25.75,71.3833,68.2,36,51,3.38
579,Sinjar,IQ,2021-11-27 22:42:29,36.3209,41.8754,55.87,57,98,1.81
580,Riacho De Santana,BR,2021-11-27 22:42:29,-13.6092,-42.9389,70.5,90,99,1.25
581,Along,IN,2021-11-27 22:42:29,28.1667,94.7667,51.19,68,0,1.77
582,Meadow Lake,US,2021-11-27 22:42:29,34.8014,-106.5436,65.17,21,1,3.15
583,Warrington,GB,2021-11-27 22:42:30,53.3925,-2.5802,35.71,55,0,16.11
